Common.Name,Scientific.Name,Code,Audubon.Habitat.Guild,Habitat,Start.Date,End.Date,Type,Vagrant,Group,Background,Threshold,Drop.BCR,Drop.from.M,Add.to.M,BCR.Mask,Season,Generation.Time,Dispersal.Distance,Dispersal.Rate
Tricolored Blackbird,Agelaius tricolor,TRBL,Wet,M,1,60,two-season,2,Marshlands,background_jan_feb,mo,"5, 9, 10, 15",,"33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66",,Non-Breeding,,,
Tricolored Heron,Egretta tricolor,TRHE,Wet,GEN,1,60,two-season,2,Marshlands,background_jan_feb,tss,,,,,Non-Breeding,,,
Tropical Kingbird,Tyrannus melancholicus,TRKI,Wd,D,1,60,two-season,7,Aridlands,background_jan_feb,tss,,,,31,Non-Breeding,,,
Tropical Parula,Setophaga pitiayumi,TRPA,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"55,56",Non-Breeding,,,
Trumpeter Swan,Cygnus buccinator,TRUS,Wet,F-B,1,60,two-season,2,Waterbirds,background_jan_feb,eq,"35,20,26,14,25,34,21,29,32,30,31,33,16,27,19,24,18,28",,,,Non-Breeding,,,
Tufted Titmouse,Baeolophus bicolor,TUTI,Wd,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,tss,"0,8,11,48","6,48,49,52",,"5,9,10,34,36,37,43,46,47,48,49,52,54 ",Non-Breeding,,,
Tundra Swan,Cygnus columbianus,TUSW,Wet,A,1,60,two-season,7,Waterbirds,background_jan_feb,eq,"25,21,100,13,12,23,22,8,37,2,4,12,18,31,28,13,100,23,19,24,29",,,,Non-Breeding,,,
Turkey Vulture,Cathartes aura,TUVU,Var,GEN,1,60,two-season,2,Generalists,background_jan_feb,om_10,"10,16,18,12,100,22,23,24,13,14,5,9,19",,,,Non-Breeding,,,
Varied Bunting,Passerina versicolor,VABU,Sh,D,1,60,two-season,4,Aridlands,background_jan_feb,tss,,,,"55, 56",Non-Breeding,,,
Varied Thrush,Ixoreus naevius,VATH,Wd,"F-W,F-B",1,60,two-season,2,Western.Forests,background_jan_feb,om_10,,,,"8,12,14,16,17,45,47,48,52,53,54,60,100",Non-Breeding,,,
Vaux's Swift,Chaetura vauxi,VASW,Wd,F-W,1,60,two-season,2,Western.Forests,background_jan_feb,mo,,,,,Non-Breeding,,,
Verdin,Auriparus flaviceps,VERD,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,tss,,,,,Non-Breeding,,,
Vermilion Flycatcher,Pyrocephalus rubinus,VEFL,Sh,D,1,60,two-season,2,Aridlands,background_jan_feb,tss,,,,,Non-Breeding,,,
Vesper Sparrow,Pooecetes gramineus,VESP,Gr,G,335,32,two-season,2,Grasslands,background_jan_feb,tss,,,,,Non-Breeding,,,
Violet-green Swallow,Tachycineta thalassina,VGSW,Wd,F-W,335,1,two-season,2,Western.Forests,background_dec,tss,,,,,Non-Breeding,,,
Virginia Rail,Rallus limicola,VIRA,Wet,M,1,60,two-season,6,Marshlands,background_jan_feb,mk,,4,,,Non-Breeding,,,
Virginia's Warbler,Oreothlypis virginiae,VIWA,Sh,F-W,1,60,two-season,2,Western.Forests,background_jan_feb,tss,,,,,Non-Breeding,,,
Wandering Tattler,Tringa incana,WATA,Wet,A,1,60,two-season,2,Waterbirds,background_jan_feb,min_pred,,,,"1,21,31,34,35,36,37,46,48,49,51,52,53,54,55,56,57,58,59,60,66,65,64",Non-Breeding,,,
Warbling Vireo,Vireo gilvus,WAVI,Wd,"F-E,F-W",1,60,two-season,2,Generalists,background_jan_feb,eq,"6,32,11,55,56,57",,,,Non-Breeding,,,
Western Bluebird,Sialia mexicana,WEBL,Wd,F-W,1,60,two-season,2,Western.Forests,background_jan_feb,tss,,,,,Non-Breeding,,,
Western Grebe,Aechmophorus occidentalis,WEGR,Wet,M,1,60,two-season,8,Marshlands,background_jan_feb,custom,"0, 9, 10, 15, 16, 18",,,,Non-Breeding,,,
Western Gull,Larus occidentalis,WEGU,Wet,C,1,60,two-season,2,Coastal,background_jan_feb,tss,"9,10",,"52,66,56","33,43,44",Non-Breeding,,,
Western Kingbird,Tyrannus verticalis,WEKI,Wd,"G,D",335,32,two-season,2,Grasslands,background_jan_feb,tss,,,,,Non-Breeding,,,
Western Meadowlark,Sturnella neglecta,WEME,Gr,G,335,32,two-season,2,Grasslands,background_jan_feb,tss,,,,,Non-Breeding,,,
Western Sandpiper,Calidris mauri,WESA,Wet,A,1,60,two-season,2,Waterbirds,background_jan_feb,mk,,,"100,6,7,8,3,11",,Non-Breeding,,,
Western Screech-Owl,Megascops kennicottii,WESO,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Non-Breeding,,,
Western Tanager,Piranga ludoviciana,WETA,Wd,F-W,1,60,two-season,2,Western.Forests,background_jan_feb,tss,,,,,Non-Breeding,,,
Whimbrel,Numenius phaeopus,WHIM,Wet,"A,F-B",1,60,two-season,2,Waterbirds,background_jan_feb,tss,,,,,Non-Breeding,,,
Whiskered Screech-Owl,Megascops trichopsis,WHSO,Wd,F-W,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,,Non-Breeding,,,
White Ibis,Eudocimus albus,WHIB,Wet,GEN,1,60,two-season,2,Marshlands,background_jan_feb,tss,,,,,Non-Breeding,,,
White-breasted Nuthatch,Sitta carolinensis,WBNU,Wd,"F-E,F-W",1,366,resident,2,Eastern.Forests,background_jan_dec,custom,,,"1,2",,Non-Breeding,,,
White-crowned Pigeon,Patagioenas leucocephala,WCPI,Wd,C,1,366,resident,2,Coastal,background_jan_dec,om_10,,,,"45,48,49,52,55,66",Non-Breeding,,,
White-crowned Sparrow,Zonotrichia leucophrys,WCSP,Sh,GEN,1,60,two-season,2,Generalists,background_jan_feb,om_10,"2,4,10,6,8,11,12,14,31",,,,Non-Breeding,,,
White-eyed Vireo,Vireo griseus,WEVI,Sh,F-E,1,60,two-season,2,Eastern.Forests,background_jan_feb,tss,,,,,Non-Breeding,,,
White-faced Ibis,Plegadis chihi,WFIB,Wet,GEN,1,60,two-season,7,Marshlands,background_jan_feb,eq,,,,31,Non-Breeding,,,
White-headed Woodpecker,Picoides albolarvatus,WHWO,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,mk,,,,,Non-Breeding,,,
White-tailed Hawk,Buteo albicaudatus,WTHA,Gr,F-S,1,366,resident,2,Grasslands,background_jan_dec,mo,,,,"31,32,41,42",Non-Breeding,,,
White-tailed Kite,Elanus leucurus,WTKI,Var,D,1,366,resident,8,Aridlands,background_jan_dec,tss,,,,,Non-Breeding,,,
White-throated Sparrow,Zonotrichia albicollis,WTSP,Wd,F-B,1,60,two-season,2,Boreal.Forests,background_jan_feb,custom,"0,5,6,7,8,9,10,12,13,23,100","0,100",,"39,40,42,43,45,46,47,48,49,50,51,52,53,54,58,60",Non-Breeding,,,
White-throated Swift,Aeronautes saxatalis,WTSW,Var,D,1,60,two-season,3,Aridlands,background_jan_feb,tss,,,,,Non-Breeding,,,
White-tipped Dove,Leptotila verreauxi,WTDO,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,om_10,,,,"31,40,41,42",Non-Breeding,,,
White-winged Crossbill,Loxia leucoptera,WWCR,Wd,F-B,1,366,two-season,2,Boreal.Forests,background_jan_dec,custom,,,,"15,32,33,34,35,47",Non-Breeding,,,
White-winged Dove,Zenaida asiatica,WWDO,Var,D,1,366,resident,2,Aridlands,background_jan_dec,tss,"9, 16, 18, 19, 21, 22, 24, 25, 26, 28, 29, 30, 32",,,,Non-Breeding,,,
White-winged Scoter,Melanitta fusca,WWSC,Wet,F-B,1,60,two-season,2,Waterbirds,background_jan_feb,tss,"9,16,11,25,24,28,29",,,,Non-Breeding,,,
Whooping Crane,Grus americana,WHCR,Wet,F-B,1,60,two-season,2,Waterbirds,background_jan_feb,tss,,,,"55,56,57,66,65,49,52,58,64",Non-Breeding,,,
Wild Turkey,Meleagris gallopavo,WITU,Wd,"F-E,F-W,F-S",1,366,resident,2,Generalists,background_jan_dec,om_10,,,,,Non-Breeding,,,
Willet,Tringa semipalmata,WILL,Wet,"G,C",1,60,wintering,2,Coastal,background_jan_feb,custom,11,,,"1,2",Non-Breeding,,,
Williamson's Sapsucker,Sphyrapicus thyroideus,WISA,Wd,F-W,1,60,two-season,2,Western.Forests,background_jan_feb,mk,,,,,Non-Breeding,,,
Willow Flycatcher,Empidonax traillii,WIFL,Sh,"F-E,F-W",1,60,two-season,2,Western.Forests,background_jan_feb,mo,,,,,Non-Breeding,,,
Willow Ptarmigan,Lagopus lagopus,WIPT,Sh,A,1,366,resident,2,Arctic,background_jan_dec,tss,,,,,Non-Breeding,,,
Wilson's Plover,Charadrius wilsonia,WIPL,Wet,C,1,60,two-season,2,Coastal,background_jan_feb,min_pred,,,,,Non-Breeding,,,
Wilson's Snipe,Gallinago delicata,WISN,Wet,GEN,1,60,two-season,2,Marshlands,background_jan_feb,tss,,,,,Non-Breeding,,,
Wilson's Warbler,Cardellina pusilla,WIWA,Sh,"F-W,F-B",1,60,two-season,2,Western.Forests,background_jan_feb,mk,,,,,Non-Breeding,,,
Winter Wren,Troglodytes hiemalis,WIWR,Wd,"F-E,F-W,F-B",1,60,two-season,2,Eastern.Forests,background_jan_feb,tss,,,,,Non-Breeding,,,
Wood Duck,Aix sponsa,WODU,Wet,F-E,1,60,two-season,2,Waterbirds,background_jan_feb,om_10,,,,,Non-Breeding,,,
Wood Stork,Mycteria americana,WOST,Wet,"F-E,F-S",1,60,two-season,2,Marshlands,background_jan_feb,tss,,,,,Non-Breeding,,,
Wood Thrush,Hylocichla mustelina,WOTH,Wd,F-E,1,60,two-season,2,Eastern.Forests,background_jan_feb,tss,,,,,Non-Breeding,,,
Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,WOSJ,Sh,F-W,1,366,resident,2,Western.Forests,background_jan_dec,mk,,,,,Non-Breeding,,,
Worm-eating Warbler,Helmitheros vermivorum,WEWA,Wd,F-E,1,60,two-season,2,Eastern.Forests,background_jan_feb,tss,,,,,Non-Breeding,,,
Wrentit,Chamaea fasciata,WREN,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,mo,,4,,"34, 35, 43, 45, 47, 48, 50, 51, 53, 54, 60",Non-Breeding,,,
Yellow Warbler,Setophaga petechia,YEWA,Sh,"F-E,F-W,F-B",1,60,two-season,4,Boreal.Forests,background_jan_feb,mk,"0,5,6,7,8,11,12,13,27,30,32,32","1,100",,,Non-Breeding,,,
Yellow-bellied Flycatcher,Empidonax flaviventris,YBFL,Wd,F-B,1,60,two-season,2,Boreal.Forests,background_jan_feb,eq,"0,7,8,12,13,23,100","0,100",,,Non-Breeding,,,
Yellow-bellied Sapsucker,Sphyrapicus varius,YBSA,Wd,"F-E,F-B,F-W",1,60,two-season,2,Eastern.Forests,background_jan_feb,custom,,,,"33,34,43,44",Non-Breeding,,,
Yellow-billed Loon,Gavia adamsii,YBLO,Wet,A,1,60,two-season,2,Waterbirds,background_jan_feb,eq,"18,16,24,32,33",,,,Non-Breeding,,,
Yellow-billed Magpie,Pica nuttalli,YBMA,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,mo,,,,"16,18,19,33,34,35,39,43,46,47,48",Non-Breeding,,,
Yellow-breasted Chat,Icteria virens,YBCH,Sh,"F-E,F-W",1,60,two-season,2,Eastern.Forests,background_jan_feb,tss,"0,5,6,9,11,12,13,14,16,18,23,32",,,,Non-Breeding,,,
Yellow-crowned Night-Heron,Nyctanassa violacea,YCNH,Wet,GEN,1,60,two-season,2,Marshlands,background_jan_feb,eq,,,,,Non-Breeding,,,
Yellow-eyed Junco,Junco phaeonotus,YEJU,Wd,F-W,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,,Non-Breeding,,,
Yellow-footed Gull,Larus livens,YFGU,Wet,C,1,366,resident,2,Coastal,background_jan_dec,custom,,,,"34,35,36,46,47,48,50,51,52,53,54",Non-Breeding,,,
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,YHBL,Wet,M,1,60,two-season,9,Marshlands,background_jan_feb,tss,"9, 13, 16, 18, 30",,,,Non-Breeding,,,
Yellow-rumped Warbler,Setophaga coronata,YRWA,Wd,"F-W,F-B,F-E",1,60,two-season,2,Boreal.Forests,background_jan_feb,custom,"0,7,8,12,13,100","0,100",,,Non-Breeding,,,
Yellow-throated Vireo,Vireo flavifrons,YTVI,Wd,F-E,1,60,two-season,2,Eastern.Forests,background_jan_feb,tss,"29,31,45",,,,Non-Breeding,,,
Yellow-throated Warbler,Setophaga dominica,YTWA,Wd,F-E,1,60,two-season,2,Eastern.Forests,background_jan_feb,tss,"21,25,26,28,29,30",,,34,Non-Breeding,,,
Zone-tailed Hawk,Buteo albonotatus,ZTHA,Wd,F-W,1,60,two-season,2,Western.Forests,background_jan_feb,mo,,,,,Non-Breeding,,,
